"Author","Recs","LCS","GCS"
"Wen YF",3,0,25
"Widick IV",2,4,25
"Williams LR",3,9,25
"Williams MG",3,9,25
"Wu B",1,0,25
"Wu WY",1,3,25
"Wu XT",2,0,25
"Yun JY",2,0,25
"Yuzammi",3,1,25
"Zhang YP",2,1,25
"Zhou YG",1,0,25
"Zvidzai M",3,2,25
"Örücu ÖK",1,9,25
"Adams ML",1,0,24
"Adhikari R",1,0,24
"Aerts JM",1,0,24
"Altunel AO",1,0,24
"Amici V",2,2,24
"Anastácio PM",1,0,24
"Arakelyan M",1,0,24
"Arifin NAT",2,3,24
"Arzamendia V",2,13,24
"Asad SA",2,7,24
"Austrich A",2,2,24
"Baig A",2,7,24
"Baig S",2,7,24
"Banha F",1,0,24
"Barbini SA",2,3,24
"Bell DM",2,0,24
"Bobrov V",1,0,24
"Bronstein O",1,0,24
"Butman D",1,3,24
"Cai B",2,0,24
"Campbell RD",1,0,24
"Canning AD",2,1,24
"Cao L",2,0,24
"Carrasco J",1,2,24
"Cartes JL",1,2,24
"Chang Q",3,2,24
"Chen XS",1,0,24
"Chernoff B",1,3,24
"Chettri N",1,0,24
"Chiatante G",4,4,24
"Cova BO",1,0,24
"Cristaldi MA",2,13,24
"Cutter P",1,2,24
"da Silva JP",1,0,24
"Da Silva M",1,2,24
"Danielyan F",1,0,24
"Davis CA",3,0,24
"Davis CC",1,0,24
"Dhyani D",1,5,24
"Diaz-Carballido PL",1,0,24
"Dorjee S",1,0,24
"Dujardin S",1,0,24
"Dvorák T",1,0,24
"Elmore RD",3,0,24
"Estes AB",1,0,24
"Farnworth MJ",1,2,24
"Fifield DA",1,0,24
"Flyer-Adams JG",1,0,24
"Fonseca EOL",1,0,24
"Foster T",1,0,24
"Frimpong E",1,0,24
"Fuhlendorf SD",3,0,24
"Fuller PL",1,3,24
"Gaff HD",2,6,24
"Gama M",1,0,24
"Gao WF",1,9,24
"Gaywood M",1,0,24
"Geri F",2,2,24
"Giraudo AR",2,13,24
"Gjerdrum C",1,0,24
"Gonçalves L",1,2,24
"Gordon DP",2,0,24
"Gottschalk MS",2,5,24
"Grassman LI",1,2,24
"Grisham BA",2,0,24
"Gurung RB",1,0,24
"Gwakisa PS",1,0,24
"Gómez-Ruiz EP",1,0,24
"Hadrava J",1,0,24
"Han SX",2,0,24
"Harada M",1,3,24
"Havel JE",1,7,24
"He XY",1,0,24
"Hekimoglu O",2,2,24
"Helgen KM",1,7,24
"Hendrickx M",1,0,24
"Hiramatsu K",1,3,24
"Hooshmandi M",1,0,24
"Huaranca JC",1,2,24
"Jenks KE",1,2,24
"Jiang Y",3,0,24
"Joly K",1,0,24
"Jones M",3,5,24
"Kays R",1,7,24
"Khalil T",2,7,24
"Khubaib N",2,7,24
"Kilshaw K",1,0,24
"Kim C",3,0,24
"Kitamura S",1,2,24
"Kittlein MJ",2,2,24
"Knapp M",1,0,24
"Koldasbayeva D",2,0,24
"Kroh A",1,0,24
"Kropp JP",2,7,24
"Kuyucu AC",2,2,24
"Lacher TE",1,0,24
"LaFrance K",1,0,24
"Leimgruber P",1,2,24
"Lieske DJ",1,0,24
"Linard C",1,0,24
"Liu HC",1,0,24
"Lockaby BG",1,0,24
"Luo WX",2,0,24
"Lynam AJ",1,2,24
"Lyu RD",2,0,24
"Ma YJ",1,0,24
"Manish K",1,6,24
"Mapelli FJ",2,2,24
"Martín-García L",2,0,24
"Marushchak O",3,0,24
"Mendoza-Gonzalez G",1,0,24
"Meyer H",2,0,24
"Michaels SR",1,0,24
"Miranda R",1,0,24
"Montori A",2,0,24
"Mora MS",2,2,24
"Moreno-Mateos D",1,0,24
"Nawrot T",1,0,24
"Newman JC",1,0,24
"Ngonyoka A",1,0,24
"Nnko HJ",1,0,24
"Omelchenko A",1,0,24
"Pandit MK",1,6,24
"Pearson K",1,0,24
"Pereira JA",1,2,24
"Pradhan P",2,7,24
"Price V",1,2,24
"Pérez NB",1,2,24
"Racey PA",1,0,24
"Reis J",1,0,24
"Rew J",1,0,24
"Riddell EA",1,0,24
"Riegel C",1,0,24
"Rozmajzl PJ",1,0,24
"Sears MW",1,0,24
"Sharma V",3,9,24
"Shi SL",1,0,24
"Sindato C",1,0,24
"Song K",2,0,24
"Songsasen N",1,2,24
"Sousa R",1,0,24
"Stas M",1,0,24
"Steinmetz R",1,2,24
"Stewart S",2,3,24
"Stromdahl EY",1,0,24
"Sukmasuang R",1,2,24
"Sylaios G",1,0,24
"Tanaka KR",1,3,24
"Tanakura T",1,3,24
"Tanner EP",3,0,24
"Tao JP",2,0,24
"Tenzin T",1,0,24
"Thakur M",3,0,24
"Thakur S",3,1,24
"Thapa S",2,0,24
"Torun P",1,0,24
"Trigo TC",1,2,24
"Tsikliras A",1,0,24
"Tulloch V",1,2,24
"Téllez-Valdés O",3,0,24
"Umar M",2,7,24
"Van Nieuwenhuyse A",1,0,24
"Van Orshoven J",1,0,24
"Vander Zanden MJ",1,7,24
"Varshavskiy A",1,0,24
"Villarreal-Guerrero F",1,0,24
"Wang ML",1,9,24
"Welch H",1,5,24
"Westwood AR",2,0,24
"Williams LA",1,0,24
"Winder L",1,2,24
"Xu JK",1,0,24
"Xu YN",1,0,24
"Yan CZ",2,0,24
"Yanez-Arenas CA",1,0,24
"Yao CJ",1,4,24
"Yao M",2,0,24
"Yu S",1,0,24
"Yu WH",2,0,24
"Yue Y",1,0,24
"Zhang F",2,1,24
"Zhang PD",2,0,24
"Zhang WZ",1,0,24
"Zhang ZJ",4,0,24
"Zhao NX",1,9,24
"Zhao ZX",1,0,24
"Zheng YL",1,0,24
"Zipperer W",1,0,24
"Abotsi KE",1,0,23
"Adjonou K",1,0,23
"Akhomgotov A",1,0,23
"Alarcón-Guerrero J",1,0,23
"Alegana V",1,0,23
"Aliabadian M",4,2,23
"Allegrezza M",1,0,23
"Alwar MSS",1,0,23
"Améndola-Pimenta M",1,0,23
"Araujo MB",1,0,23
"Arneri E",1,3,23
"Arroyo-Rodríguez V",1,0,23
"Attias N",1,2,23
"Badano E",1,0,23
"Badra PJ",1,4,23
"Bai YW",1,0,23
"Bain RES",1,0,23
"Barberá C",1,0,23
"Bayle É",1,6,23
"Beca-Carretero P",1,0,23
"Beeman SP",1,0,23
"Birnbaum P",1,6,23
"Bittner RE",1,0,23
"Bittner T",1,0,23
"Blanchard R",1,1,23
"Blanchard É",1,6,23
"Bonin CA",1,0,23
"Breed MF",1,2,23
"Brough T",2,0,23
"Buhk C",1,0,23
"Burslem DFRP",2,1,23
"Cabanellas-Reboredo M",1,0,23
"Caeiro-Dias G",1,0,23
"Calixto-Pérez E",1,0,23
"Cao YT",1,0,23
"Carlton JT",1,1,23
"Cassan JJ",1,6,23
"Cedillo-Rodríguez IE",1,0,23
"Chang MH",2,0,23
"Chen D",2,0,23
"Chen YH",4,0,23
"Chitata T",1,0,23
"Cortés-Melendreras E",1,0,23
"Cossarini G",2,3,23
"Crawshaw D",1,0,23
"Crochet PA",1,0,23
"Czortek P",2,0,23
"Daniel WM",1,4,23
"Daugherty MP",3,3,23
"Davis CL",1,0,23
"de Aguiar AV",2,0,23
"de Medeiros CM",4,3,23
"de Oliveira BG",1,2,23
"de Sousa VA",1,0,23
"Delucchi L",1,0,23
"Demissew S",2,1,23
"Desbiez ALJ",1,2,23
"Di Musciano M",1,0,23
"Dias PAD",1,0,23
"Domingo C",1,0,23
"Ducci F",1,0,23
"Duscher T",2,6,23
"Esplá AAR",1,0,23
"Farahat EA",3,0,23
"Fatemi SS",1,9,23
"Favre A",1,0,23
"Fet V",1,2,23
"Firouzabadi PZ",1,0,23
"Fofonoff P",1,1,23
"Fragoso JMV",1,0,23
"Francelino MR",1,0,23
"Frattaroli AR",1,0,23
"Gallego D",3,0,23
"Giordano A",2,1,23
"Gomes CP",1,0,23
"González A",2,5,23
"González JM",2,0,23
"Graham LJ",1,0,23
"Gwatirisa C",1,0,23
"Haase P",1,4,23
"Hall J",2,1,23
"Hansen GJA",2,2,23
"Hassan LM",3,0,23
"He MX",1,0,23
"Hequet V",1,6,23
"Hernández-Urcera J",1,0,23
"Hopperstad KA",1,6,23
"Hu CC",2,2,23
"Hu QC",1,0,23
"Hyseni C",2,4,23
"Ibanez T",1,6,23
"Isajlovic I",1,3,23
"Jia DW",1,0,23
"Johnson BN",1,0,23
"Johnson S",1,0,23
"Jung J",2,0,23
"Kalarikkal RK",2,0,23
"Kim Z",2,0,23
"Koenraadt CJM",1,0,23
"Koirala RK",1,0,23
"Kokou K",1,0,23
"Kokutse AD",1,0,23
"Koleff P",1,0,23
"Kuemmerlen M",1,4,23
"Kurpis J",1,0,23
"Levine RS",1,0,23
"Lewallen EA",1,0,23
"Li JT",1,0,23
"Li YZ",2,1,23
"Liang J",1,0,23
"Libralato S",2,3,23
"Liu XJ",2,0,23
"Lu ZP",1,0,23
"Luís C",1,0,23
"Mahamane A",1,0,23
"Majidi-Rad M",2,2,23
"Manfredi C",1,3,23
"Marsh CJ",1,4,23
"Martín FJG",1,0,23
"Matuszak S",1,0,23
"McCallum KP",1,2,23
"McGlathery KJ",1,1,23
"Misiuk B",3,0,23
"Molano-Flores B",1,0,23
"Mollaeva M",1,0,23
"Monfils MJ",3,7,23
"Montecchiari S",1,0,23
"Morrison AM",1,0,23
"Moulins A",2,1,23
"Muellner-Riehl AN",1,0,23
"Mukanga C",1,0,23
"Mupfiga ET",1,0,23
"Murcia J",1,0,23
"Murray CC",1,1,23
"Nelson JC",1,1,23
"Nocentini S",1,0,23
"Nopp-Mayr U",2,6,23
"O'Connell J",2,0,23
"O'Farrell PJ",1,1,23
"Ojeda-Ruiz MA",2,0,23
"Oliveira GD",1,0,23
"Oliveira LFB",1,0,23
"Oláh-Hemmings V",1,2,23
"Oreska MPJ",1,1,23
"Orth RJ",1,1,23
"Pan K",1,0,23
"Pan Y",3,0,23
"Panzeri D",2,3,23
"Petatán-Ramírez D",2,0,23
"Piechaud N",2,5,23
"Pinacho-Guendulain B",1,0,23
"Pinho C",1,0,23
"Planas M",1,0,23
"Poudel M",1,0,23
"Pozo-Montuy G",1,0,23
"Rabiou H",1,0,23
"Rahimi M",1,9,23
"Ramos-Fernández G",1,0,23
"Rangel-Negrín A",1,0,23
"Ravanbakhsh H",1,9,23
"Reale M",1,3,23
"Reeves PA",1,0,23
"Regueira M",1,0,23
"Reilley A",1,0,23
"Reiskind MH",1,6,23
"Reynolds MG",1,0,23
"Rezayan H",1,0,23
"Richards CM",1,0,23
"Robinson O",1,0,23
"Roesler EL",1,0,23
"Roxburgh L",1,6,23
"Ruiz GM",1,1,23
"Russo T",2,3,23
"Sa W",1,0,23
"Sablirova Y",1,0,23
"Sadidi J",1,0,23
"Safaei M",1,0,23
"Saputra MH",5,0,23
"Segla KN",1,0,23
"Seo D",2,0,23
"Serrato-Cruz MA",1,0,23
"Shang QH",1,0,23
"Sharma S",4,5,23
"Shim T",2,0,23
"Sifner SK",1,3,23
"Simkanin C",1,1,23
"Song J",2,0,23
"Sourou KNB",1,0,23
"Spedicato MT",1,3,23
"Srivastava PK",2,0,23
"Steenkamp PJ",1,0,23
"Stefenon VM",1,0,23
"Stengel DB",1,0,23
"Steves B",1,1,23
"Subramanian S",2,6,23
"Szydlowski M",1,0,23
"Takken W",1,0,23
"Tang XY",1,0,23
"Tembotova F",1,0,23
"Tepsich P",2,1,23
"Tesei G",1,0,23
"Timilsina R",1,0,23
"Unnasch RS",1,0,23
"Unnasch TR",1,0,23
"Urquiza-Haas T",1,0,23
"van Heerden H",1,0,23
"van Schalkwyk OL",1,0,23
"van Wijnen AJ",1,0,23
"Vandrot H",1,6,23
"Veloso GV",1,0,23
"Vergara J",2,1,23
"Verhoeven MR",2,2,23
"Vetter VMS",1,0,23
"Vilela R",1,0,23
"Vrgoc N",1,3,23
"Wahl V",1,0,23
"Walsh JR",2,2,23
"Walsh MC",1,0,23
"Wang WG",1,0,23
"Wardrop NA",1,0,23
"Wasowicz P",1,0,23
"Wiberg PL",1,1,23
"Wierzcholska S",1,0,23
"Wijewickrama T",1,0,23
"Wilcox DJ",2,1,23
"Wright JA",1,0,23
"Yin W",1,0,23
"Yorita KL",1,0,23
"Yu WY",2,0,23
"Zaya D",1,0,23
"Zhu QL",1,0,23
"Zuccarello V",1,0,23
"Zupa W",1,3,23
"Abreu EF Jr",1,0,22
"Ahmed AS",2,0,22
"Alsamadisi AG",1,0,22
"Alves SMD",1,6,22
"Amindin A",1,6,22
"An B",2,0,22
"Anastasiu P",1,3,22
"Andersen AN",1,0,22
"Anioke CC",1,0,22
"Arimoto H",1,0,22
"Arkumarev V",1,1,22
"Arsanjani JJ",1,0,22
"Asadu CC",1,0,22
"Astorga F",1,0,22
"Bachmann Y",1,7,22
"Bagaria G",1,0,22
"Bariotakis M",1,0,22
"Barthwal S",1,7,22
"Bastos S",1,0,22
"Beher J",1,1,22
"Beninde J",1,0,22
"Bennett LT",1,0,22
"Bentley AC",1,6,22
"Bergman DL",1,1,22
"Bologna MA",1,5,22
"Bombi P",1,5,22
"Bounas A",1,1,22
"Brandt P",1,4,22
"Breck SW",1,1,22
"Brodbelt DC",1,0,22
"Brook BW",1,0,22
"Brugger K",2,3,22
"Cabrera O",2,1,22
"Caetano JM",1,6,22
"Cain JW",1,1,22
"Cardozo G",1,1,22
"Castanas E",1,0,22
"Castañeda-Alvarez NP",1,5,22
"Catchpole B",1,0,22
"Chandra K",2,0,22
"Chen CM",1,2,22
"Chen XJ",2,0,22
"Cheng YC",1,4,22
"Chiaraviglio M",1,1,22
"Chiquito EA",1,0,22
"Chitale V",1,4,22
"Choreftakis M",1,0,22
"Chowdhuri I",1,0,22
"Chukwuekezie OC",1,0,22
"Cobben MMP",1,5,22
"Cunha RGT",1,2,22
"Dawson TP",2,0,22
"de Andrade AJ",1,0,22
"de Carvalho MDL",1,0,22
"de la Hoz CF",2,0,22
"Del Toro I",1,0,22
"Delaney TW",1,0,22
"Di Cola V",1,1,22
"Dias EF",1,0,22
"Diengdoh VL",1,0,22
"Dobrev V",1,1,22
"Dobson B",1,0,22
"Dogunro FA",1,0,22
"Dong M",2,4,22
"Doyle JM",1,0,22
"Drus GM",1,6,22
"Duclos M",1,0,22
"Enquist BJ",1,6,22
"Ervin GN",2,0,22
"Ezihe EK",1,0,22
"Ezzy L",1,2,22
"Fan R",2,1,22
"Fedrigo M",1,0,22
"Fernandes ACM",1,0,22
"Ferraz KMPMB",1,0,22
"Ferreira RB",2,6,22
"Flödl P",1,0,22
"Frances AL",1,1,22
"Fredle M",1,1,22
"Fu DY",1,0,22
"Fuller TL",1,4,22
"Funk A",1,0,22
"Gan L",3,2,22
"Georgescu L",1,0,22
"Gillingham PK",1,2,22
"Gomes G",1,0,22
"Gonzalez G",1,0,22
"Gonzalez RQ",1,0,22
"González CR",2,3,22
"Gorzo JM",1,3,22
"Green SJ",1,0,22
"Gumpinger C",1,0,22
"Guo Q",2,2,22
"Hamilton CM",1,3,22
"Hasui E",1,2,22
"Hayward J",1,0,22
"Hermes SCNM",1,0,22
"Hlavati-Sirka V",1,3,22
"Hogendoorn K",2,6,22
"Holder AM",1,0,22
"Houndonougbo JSH",2,1,22
"Huang L",4,0,22
"Huang TC",1,0,22
"Huang W",1,0,22
"Hueffer K",2,0,22
"Hunt M",1,0,22
"Hussein IA",1,0,22
"Höfer S",1,0,22
"Iketani G",1,0,22
"Jazwa M",1,2,22
"Jedrzejczak E",1,2,22
"Jogan N",1,3,22
"Jovanovic S",1,3,22
"Juanes JA",2,0,22
"Jácome G",1,3,22
"Kanwal KS",2,8,22
"Karousou R",1,0,22
"Kasel S",1,0,22
"Katurji M",1,0,22
"Khoury CK",1,5,22
"Kik C",1,5,22
"Klichowska E",1,2,22
"Koufaki MI",1,0,22
"Koç DE",3,0,22
"Kret E",1,1,22
"Laffaille P",1,0,22
"Laina D",1,0,22
"Lakshmi TV",1,0,22
"Lakusic D",1,3,22
"Lamboley Q",1,2,22
"Lanfri S",1,1,22
"Lata S",2,4,22
"Lek S",1,0,22
"Lenihan-Clarke MA",1,0,22
"Li JY",2,0,22
"Li MH",2,3,22
"Lionis C",1,0,22
"Liu JS",1,0,22
"Liu RL",1,2,22
"Luo J",4,0,22
"Lykke AM",1,7,22
"Lü JP",1,0,22
"Maciel C",1,0,22
"Maghenda M",1,0,22
"Maitner BS",1,6,22
"Malizia LR",2,0,22
"Maltby M",1,2,22
"Manolopoulos A",1,1,22
"Markarian A",1,0,22
"Menegatti JA",1,0,22
"Meng JS",1,0,22
"Miller AD",1,1,22
"Mohamed AM",1,0,22
"Mohammed AH",1,0,22
"Mokhtari A",1,0,22
"Molina-Burgos BE",1,0,22
"Mollah TH",1,0,22
"Momohara A",2,3,22
"Moura M",1,0,22
"Musarella CM",2,1,22
"Naithani HB",1,7,22
"Nikolic T",1,3,22
"Nikolov SC",1,1,22
"Nitschke CR",1,0,22
"Ntagounakis G",1,0,22
"Nwangwu UC",1,0,22
"O'Neill DG",1,0,22
"Obunga G",1,0,22
"Ochu JC",1,0,22
"Oikonomou I",1,0,22
"Oliver L",1,1,22
"Olson JR",1,0,22
"Ondei S",1,0,22
"Onwude OC",1,0,22
"Pacheco S",1,0,22
"Padonou EA",1,7,22
"Pandey VV",1,7,22
"Pastrana RG",2,0,22
"Peery MZ",1,3,22
"Percequillo AR",1,0,22
"Pereira DGS",1,2,22
"Perez-Navarro MA",1,0,22
"Peña-Gómez FT",1,0,22
"Peñafiel-Ricaurte A",1,0,22
"Piniewski M",1,0,22
"Pirintsos SA",1,0,22
"Pitt J",1,2,22
"Pliszko A",1,2,22
"Poo-Muñoz D",1,0,22
"Popgeorgiev GS",1,1,22
"Prescott MM",1,5,22
"Puente A",2,0,22
"Qian ZQ",1,2,22
"Qiu DY",2,0,22
"Ramos FN",1,2,22
"Ramírez-Mejía D",1,4,22
"Ready JS",1,0,22
"Reid B",1,3,22
"Rezaei S",1,5,22
"Ribbons RR",1,0,22
"Ribeiro BR",1,2,22
"Rivas M",2,2,22
"Rojas-Hucks S",1,0,22
"Roth PRO",1,0,22
"Rotllan-Puig X",2,0,22
"Roxburgh SH",1,0,22
"Rubel F",2,3,22
"Rubolini D",2,0,22
"Sacramento M",1,2,22
"Saied AH",1,0,22
"Salvi D",1,5,22
"Saravia V",1,1,22
"Sardos J",1,0,22
"Saxena J",1,7,22
"Schaefer H",1,0,22
"Shadloo S",1,5,22
"Shekhar C",1,7,22
"Shi Y",2,0,22
"Shishir S",1,0,22
"Si-Moussi S",2,3,22
"Silva VX",1,2,22
"Silva-Oliveira GC",1,0,22
"Simons-Legaard E",2,0,22
"Sinsin B",1,7,22
"Sinzar-Sekulic J",1,3,22
"Smith J",2,0,22
"Smykal P",1,0,22
"Socha J",1,0,22
"Song YB",2,4,22
"Sosa-Nishizaki O",2,0,22
"Souma M",1,0,22
"Sourvinos G",1,0,22
"Stevens KB",1,0,22
"Stevens N",1,2,22
"Stewart SB",1,0,22
"Still SM",1,1,22
"Stuart CE",1,0,22
"Swearer SE",1,1,22
"Swemmer AM",1,2,22
"Szostak M",1,0,22
"TagEldin RA",1,0,22
"Tang SL",2,4,22
"Taylor C",1,0,22
"Tchakerian M",1,6,22
"Teixeira IR",1,6,22
"Teka O",1,7,22
"Thabet HS",1,0,22
"Thai VN",1,0,22
"Tiefenbacher JP",1,6,22
"Toro F",1,0,22
"Tran LT",1,0,22
"Traveset A",2,0,22
"Treher AC",1,1,22
"Trotter EFL",1,0,22
"Tsuyuzaki S",1,0,22
"Valdes LML",1,0,22
"van Hintum TJL",1,5,22
"van Treuren R",1,5,22
"Varga K",1,2,22
"Varga Z",1,2,22
"Velevski M",1,1,22
"Vickers H",1,0,22
"Vignoli L",1,5,22
"Vilela P",1,3,22
"Vladimirov V",1,3,22
"Wada N",1,0,22
"Weiskittel A",2,0,22
"Woziwoda B",1,0,22
"Xie ZY",2,6,22
"Yang M",2,0,22
"Yap JYS",1,5,22
"Ye H",1,0,22
"Yoo C",1,3,22
"Yu HL",2,1,22
"Yuan SS",1,2,22
"Zeng B",2,4,22
"Zeraatkar A",2,6,22
"Zhang XW",3,0,22
"Zhao DQ",1,0,22
"Zheng HY",1,0,22
"Zhou SD",1,0,22
"Zhou T",3,0,22
"Zimmermann M",1,5,22
"Zormpa OG",1,0,22
"Abai MR",2,3,21
"Agoundé G",3,4,21
"Aguirre N",1,1,21
"Ahadiyat A",1,0,21
"Al-Shammery KA",1,0,21
"Alencar LRV",1,0,21
"Amaludin NA",1,1,21
"Andersen JC",3,1,21
"Anderson C",2,0,21
"Ashiagbor G",1,1,21
"Ballester MVR",1,3,21
"Barker B",2,0,21
"Barker J",1,2,21
"Bayin CH",1,3,21
"Belant J",2,2,21
"Bellini G",1,13,21
